"filename", "handler", "benchmarker", "rate", "time"
"http/frameworks.js", "modifyReq", "test-double-http", 2637, 5.075555467
"http/frameworks.js", "modifyProto", "test-double-http", 1920, 5.096752395
"http/frameworks.js", "newProto", "test-double-http", 1755, 5.0861616099999996
"http/frameworks.js", "replaceProto", "test-double-http", 2205, 5.069342223
"http/frameworks.js", "wrapReq", "test-double-http", 1917, 5.068471128
"http/frameworks.js", "proxy", "test-double-http", 1994, 5.071207367
"http/frameworks.js", "modifySome", "test-double-http", 1908, 5.124184627
"http/frameworks.js", "express", "test-double-http", 1478, 5.409468891
"http/frameworks.js", "restify", "test-double-http", 1873, 5.076590969
"http/frameworks.js", "baseline", "test-double-http", 1631, 5.070035343
"http/frameworks.js", "modifyReq", "test-double-http", 1601, 5.068488595
"http/frameworks.js", "modifyProto", "test-double-http", 1965, 5.077100336
"http/frameworks.js", "newProto", "test-double-http", 1945, 5.081214988
"http/frameworks.js", "replaceProto", "test-double-http", 1989, 5.080129871
"http/frameworks.js", "wrapReq", "test-double-http", 1988, 5.080542049
"http/frameworks.js", "proxy", "test-double-http", 2800, 5.07154543
"http/frameworks.js", "modifySome", "test-double-http", 2338, 5.069938081
"http/frameworks.js", "express", "test-double-http", 1887, 5.073861245
"http/frameworks.js", "restify", "test-double-http", 1530, 5.071696392
